统计年度,省,市,县,建筑编码,建筑名称,地址,竣工年度,建筑类型,建筑功能,层数,建筑面积,电,煤炭,天然气,液化石油气,人工煤气,供热量,制冷量
2015,320000,320500,320582,320582999000380006,乐余人民医院,乐余新204国道旁,2011,3,4,9,25259,2615300,0,0,0,0,0,0
2015,320000,320500,320583,320583000000420001,昆山市住房和城乡建设局,昆山市同丰西路598号,1997,4,,12,11630,488267,0,28362,0,0,0,0
2015,320000,320500,320583,320583100000240001,昆山市交运局办公楼,昆山市虹桥路109号,2005,4,,8,8624,96901,0,0,0,0,0,0
2015,320000,320500,320583,320583100000350001,祥和国际大厦,昆山市昆太路528号,2009,3,1,22,21523,651500,0,0,0,0,0,0
2015,320000,320500,320583,320583100000350002,星海大厦,昆山市前进西路1028号,2006,3,1,11,23251,1368700,0,0,0,0,0,0
2015,320000,320500,320583,320583100000350003,超华商贸城商务楼,昆山市白马泾路52号,2009,3,1,25,30000,1332645,0,0,0,0,0,0
2015,320000,320500,320583,320583100000350004,永泰田广场,昆山市震川西路18号,2007,3,1,21,39479,5456000,0,134563,0,0,0,0
2015,320000,320500,320583,320583100000360001,昆山商厦,昆山市人民南路146-148号,1997,3,2,9,36000,8450000,0,0,0,0,0,0
2015,320000,320500,320583,320583100000360002,欧尚超市,昆山市白马泾路46号,2008,3,2,4,57600,11300000,0,75000,0,0,0,0
2015,320000,320500,320583,320583100000370001,新港湾锦江大酒店,昆山市柏庐北路505号,2006,3,3,17,24400,254000,0,455674,0,0,0,0
2015,320000,320500,320583,320583100000380001,昆山市体育馆,昆山市马鞍山西路109号,2005,3,4,3,28000,624563,0,164575,0,0,0,0
2015,320000,320500,320583,320583100000380002,昆山市体育中心体育场,昆山市前进西路1800号,2007,3,4,6,42000,2005675,0,43265,0,0,0,0
2015,320000,320500,320583,320583100000380003,成峰商苑,昆山市柏庐中路401号,1993,3,4,9,38000,1062000,0,2630,0,0,0,0
2015,320000,320500,320583,320583100000380004,昆山市中医院,昆山市朝阳路189号,2004,3,4,15,29000,2850253,0,780000,0,0,0,0
2015,320000,320500,320583,320583101000240001,巴城镇政府办公楼,巴城镇新澄路,1997,4,,5,4500,86500,0,0,0,0,0,0
2015,320000,320500,320583,320583102000240001,周市镇政府办公楼,周市镇青阳路西侧,1998,4,,6,3280,165000,0,0,0,0,0,0
2015,320000,320500,320583,320583104000240001,花桥国际商务大厦,花桥镇北丰路8号,2002,4,,12,15753,1065000,0,0,0,0,0,0
2015,320000,320500,320583,320583108000240001,千灯镇人民政府,机场路南黄浦江路东,2009,4,,4,7898,216598,0,0,0,0,0,0
2015,320000,320500,320583,320583109000240001,锦溪镇政府办公楼,锦溪镇文昌路282号,1993,4,,5,4600,145693,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240001,昆山市住建局办公楼,昆山市同丰西路598号,1997,4,,13,11630,574797,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240002,昆山工商局办公楼,昆山市前进东路588号,2005,4,,8,13400,796041,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240003,昆山市文广新局办公楼,昆山市前进中路409号,2000,4,,10,14500,3266153,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240004,昆山市财政局办公楼,昆山市前进中路368号,1994,4,,11,5000,530898,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240005,昆山市卫生局办公楼,昆山市同丰路458号,2002,4,,5,4128,230000,0,0,0,1433,0,0
2015,320000,320500,320583,320583400000240006,昆山市人社局办公楼,昆山市前进中路305号,1992,4,,3,4168,943968,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240007,昆山市人民法院办公、审判大楼,昆山市前进东路1258号,1997,4,,12,10245,640621,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240008,昆山海关新大楼,昆山市新南东路328号,2006,4,,6,15000,969865,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240009,昆山市公安局110指挥中心大楼,昆山市前进东路1288号,2007,4,,13,16000,4062482,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240010,昆山市公安局老办公楼,昆山市前进东路1288号,1998,4,,12,10752,1160710,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240011,昆山市交通巡逻警察大队,昆山市黑龙江路268号,1994,4,,6,4192,580354,0,0,0,0,0,0
2015,320000,320500,320583,320583400000240012,昆山市国土局办公楼,昆山市同丰西路188号,1996,4,,7,9870,571628,0,8382,0,0,0,0
2015,320000,320500,320583,320583400000340001,昆山市人民政府办公楼,昆山市前进中路108号,1995,4,,21,33000,1896800,0,0,0,0,0,0
2015,320000,320500,320583,320583400000340002,时代大厦,昆山市前进东路369号,2010,4,,19,81758,6068962,0,35000,0,0,0,0
2015,320000,320500,320583,320583400000350001,吉田国际广场2#l楼,昆山市柏庐南路999号,2007,3,1,29,29572,1058796,0,0,0,0,0,0
2015,320000,320500,320583,320583400000350002,现代广场A座,昆山市伟业路18号,2007,3,1,26,41000,2025684,0,0,0,0,0,0
2015,320000,320500,320583,320583400000370001,中信酒店,昆山市青阳中路198号,2003,3,3,12,23787,1385967,0,1145213,0,0,0,0
2015,320000,320500,320583,320583400000370002,一醉皇冠酒店,昆山市前进中路216号,2008,3,3,11,30000,1050000,0,3100000,0,0,0,0
2015,320000,320500,320583,320583400000380001,昆山市人力资源市场,昆山市崂山路9号,2007,3,4,5,32000,9650000,0,0,0,0,0,0
2015,320000,320500,320583,320583400000380002,昆山市第一人民医院,昆山市青阳中路5号,2009,3,4,19,94215,9080000,0,2369836,0,0,0,0
2015,320000,320500,320584,320584000000130001,新城国际,松陵镇体育路,2010,1,,12,25144,936000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000130002,国贸中心生活区15#楼,盛泽镇丝绸中专南侧,2014,1,,32,84939,400000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000240001,吴江电力供电公司,松陵镇,1996,2,4,7,7252,415280,0,0,0,0,0,0
2015,320000,320500,320584,320584000000310001,上领大厦,中山南路1729号,2010,3,1,19,43656,1800000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000310002,吴江农村商业银行总行大楼,中山南路1777号,2008,3,1,21,26000,3078632,0,7200,0,0,0,0
2015,320000,320500,320584,320584000000310003,盛泽镇高金融街,敦煌路388号,2014,3,1,13,46544,639346,0,0,0,0,0,0
2015,320000,320500,320584,320584000000310004,盛泽科技中心,盛泽镇舜湖西路2099号,2014,3,1,23,84548,2702892,0,159170,0,0,0,0
2015,320000,320500,320584,320584000000320001,联杨邻里中心,庞杨路1939号,2014,3,2,1,28991,2664500,0,0,0,0,0,0
2015,320000,320500,320584,320584000000320002,吴江恒大商贸城二标段,开平路189号,2014,3,2,3,31702,1100000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000320003,汾湖大型购物中心及商业用房,汾湖高新区368号,2011,3,2,3,33392,4385650,0,0,0,0,0,0
2015,320000,320500,320584,320584000000330001,亨通凯莱度假酒店,七都镇幸福路1999号,2014,3,3,9,21101,1088764,0,0,0,0,0,0
2015,320000,320500,320584,320584000000330002,同里湖大饭店,同里镇崇本路8号,2004,3,3,4,77481,7473316,0,767066,0,0,0,0
2015,320000,320500,320584,320584000000330003,东太湖大酒店,苏州湾,2012,3,3,4,43000,1014900,0,294737,0,0,0,0
2015,320000,320500,320584,320584000000340001,盛泽文化中心,和田路88号,2014,3,4,4,28203,2270900,0,0,0,0,0,0
2015,320000,320500,320584,320584000000340002,盛泽会展中心,舜湖西路2158号,2014,3,4,4,38879,588621,0,0,0,0,0,0
2015,320000,320500,320584,320584000000340003,吴江大厦,开平路1000号,2009,3,4,20,130803,7148549,0,102915,0,0,0,0
2015,320000,320500,320584,320584000000410001,吴江区人民法院,高新路788号,2009,4,,8,42000,1296241,0,7548,0,0,0,0
2015,320000,320500,320584,320584000000410002,吴江区人社服务大厦,开平路300号,2012,4,,21,38349,2010866,0,10573,0,0,0,0
2015,320000,320500,320584,320584000000410003,应急指挥中心,东太湖大道6600号,2015,4,,21,56904,55229191,0,129725,0,0,0,0
2015,320000,320500,320584,320584000000410004,汾湖科技综合楼,高新区芦莘大道1118号,2006,4,,12,25309,1389626,34879,0,0,0,0,0
2015,320000,320500,320584,320584000000420001,城管人防大楼,体育路789号,2008,4,,8,13000,784120,0,11073,0,0,0,0
2015,320000,320500,320584,320584000000420002,文化广电新闻出版局,鲈乡南路1887号,2002,4,,5,4800,345622,0,17134,0,0,0,0
2015,320000,320500,320584,320584000000420003,吴江电视台,鲈乡南路1887号,1993,4,,4,3778,352600,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420004,吴江博物馆,笠泽路450号,2000,4,,4,4267,158234,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420005,吴江图书馆,中南南路1979号,2006,4,,5,16000,954852,0,0,0,0,12540,9680
2015,320000,320500,320584,320584000000420006,吴江区公共文化艺术中心,庙前街9号,2000,4,,4,7105,104230,0,0,0,340,0,0
2015,320000,320500,320584,320584000000420007,吴江区人民检察院,高新路800号,2009,4,,6,11882,735408,0,8856,0,0,0,0
2015,320000,320500,320584,320584000000420008,吴江出入境检验检疫局办公大楼,龙字湾路58号,2010,4,,13,16000,818142,0,5281,0,0,0,0
2015,320000,320500,320584,320584000000420009,震泽镇政府大楼,震泽镇镇南路1138号,2014,4,,7,5126,266580,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420010,吴江交通运输局办公大楼,太湖新城交通北路3265号,2010,4,,7,8350,399308,0,0,888,0,0,0
2015,320000,320500,320584,320584000000420011,吴江区农业技术推广中心,笠泽路170号,2009,4,,7,7254,321241,0,6100,0,0,0,0
2015,320000,320500,320584,320584000000420012,区气象局综合科技楼,高新路1669号,2008,4,,3,3419,154433,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420013,新市民服务中心办公楼,平望镇平运路188号,2011,4,,5,8800,571376,0,0,15112,0,0,0
2015,320000,320500,320584,320584000000420014,汾湖法院,高新区洋砂路西侧,2011,4,,5,3000,68000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420015,汾湖新市民服务中心,高新区越港路北侧,2013,4,,6,10500,980000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420016,汾湖广电业务大楼,高新区洋砂路89号,2009,4,,5,3200,130000,0,0,0,0,0,0
2015,320000,320500,320584,320584000000420017,国土资源局大楼,鲈乡南路1933号,2008,4,,10,7200,845623,0,0,0,0,0,0
2015,320000,320500,320585,320585999000240001,太仓市地税局,太仓市上海东路11号,2007,4,,12,11000,867582,0,5211,0,0,0,0
2015,320000,320500,320585,320585999000240002,太仓市浏河镇人民政府办公楼,太仓市浏河镇郑和大街99号,2008,4,,11,13106,209628,0,0,0,0,0,0
2015,320000,320500,320585,320585999000240003,太仓市人民防空办公室,太仓市上海东路66号,2005,4,,12,11000,273893,0,0,0,0,0,0
2015,320000,320500,320585,320585999000240004,太仓港港区管委会,太仓市港口开发区北环路8号,2007,4,,5,17049,812687,0,0,0,0,0,0
2015,320000,320500,320585,320585999000240005,太仓港港务局,太仓市港口开发区北环路8号,2007,4,,5,14315,718561,0,0,0,0,0,0
2015,320000,320500,320585,320585999000240006,太仓市开发区管委会,太仓市上海东路88号,2003,4,,18,16315,724891,0,0,0,0,0,0
2015,320000,320500,320585,320585999000240007,太仓市出入境检验检疫局,太仓市上海东路90号,1996,4,,10,7763,393785,0,987,0,0,0,0
2015,320000,320500,320585,320585999000240008,太仓市检察院,太仓市上海东路92号,1997,4,,8,6400,275862,0,0,0,0,0,0
2015,320000,320500,320585,320585999000340001,太仓市公安局,太仓市上海东路58号,2004,4,,13,22000,1953486,0,0,0,0,0,0
2015,320000,320500,320585,320585999000340002,太仓市土地交易发证中心,太仓市上海东路96号,2010,4,,13,21720,926852,0,4321,0,0,0,0
2015,320000,320500,320585,320585999000340003,太仓市人民法院,太仓市县府东路半径支路,2011,4,,12,23128,1056121,0,7685,0,0,0,0
2015,320000,320500,320585,320585999000340004,太仓滨江建设行政服务中心,太仓港区北环路12号,2011,4,,22,26341,501258,0,0,0,0,0,0
2015,320000,320500,320585,320585999000340005,太仓市行政服务中心,太仓市县府东街99号,2011,4,,25,167000,2651521,0,18502,0,0,0,0
2015,320000,320500,320585,320585999000340006,太仓港港口开发商务用房,太仓港区北环路14号,2011,4,,25,103307,1709528,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350001,太仓市华侨大厦,太仓市上海东路5号,2010,3,1,21,33393,1487521,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350002,太仓工业发展大厦,太仓市郑和中路309号,2010,3,1,22,28000,907581,0,14759,0,0,0,0
2015,320000,320500,320585,320585999000350003,雅鹿城市广场,太仓市郑和东路318号,2011,3,1,21,35933,1959875,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350004,太仓万达广场11#写字楼,太仓市上海东路124号,2014,3,1,24,29325,1148752,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350005,太仓万达广场12#写字楼,太仓市上海东路124号,2014,3,1,24,29325,1125486,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350006,太仓市兰德东亭大厦,太仓市郑和中路319号,2015,3,1,19,31693,1018774,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350007,太仓市国信大厦,科教新城文治路55号,2015,3,1,27,56012,1775874,0,0,0,0,0,0
2015,320000,320500,320585,320585999000350008,太仓市新城大厦,科教新城文治路51号,2015,3,1,24,56221,1778759,0,254,0,0,0,0
2015,320000,320500,320585,320585999000350009,太仓农村商业银行金融大厦,太仓市上海东路198号,2015,3,1,24,57697,1832578,0,309,0,0,0,0
2015,320000,320500,320585,320585999000360001,太仓市美时达家具广场,太仓市郑和西路280号,2005,3,2,5,21078,685982,0,0,0,0,0,0
2015,320000,320500,320585,320585999000370001,太仓市锦江国际大酒店,太仓市上海东路89号,2007,3,3,19,31976,3258794,0,93875,0,0,0,0
2015,320000,320500,320585,320585999000370002,太仓市花园酒店,太仓市人民北路11号,1988,3,3,18,22100,2315697,0,32159,0,0,0,0
2015,320000,320500,320585,320585999000370003,太仓市娄东宾馆,太仓市县府街6号,2011,3,3,6,24328,1869567,0,33697,0,0,0,0
2015,320000,320500,320585,320585999000370004,宝龙大酒店,太仓市上海东路288号,2011,3,3,19,56965,4496857,0,18259,0,0,0,0
2015,320000,320500,320585,320585999000370005,太仓市华旭财富中心酒店,太仓市新华西路9号,2012,3,3,17,26661,1798652,0,13628,0,0,0,0
2015,320000,320500,320585,320585999000370006,太仓市陆渡宾馆贵宾楼,太仓市郑和中路78号,2014,3,3,15,23105,1935238,0,10812,0,0,0,0
2015,320000,320500,320585,320585999000380001,太仓市文化艺术中心,太仓市县府东街99号,2012,3,4,5,26002,1515628,0,0,0,0,0,0
2015,320000,320500,320585,320585999000380002,太仓市第一人民医院,太仓市常胜路58号,2012,3,4,17,134437,14258931,0,43527,0,0,0,0
2015,320000,320500,320585,320585999000380003,太仓市中医医院扩建病房楼,太仓市人民南路140号,2013,3,4,15,31412,2412865,0,13708,0,0,0,0
2015,320000,320500,320585,320585999000380004,太仓市传媒中心,太仓市南郊书院路,2013,3,4,19,38994,1285962,0,0,0,0,0,0
2015,320000,320500,320594,320590000000210001,浦发银行大楼,苏州工业园区钟园路718号,2011,2,1,15,18178,2353000,0,24000,0,0,0,0
2015,320000,320500,320594,320590000000310001,苏州信投大厦,苏州工业园区苏雅路308号,2013,3,1,22,69046,7616000,0,151834,0,0,120,1350
2015,320000,320500,320594,320590000000310002,招商银行苏州分行,苏州工业园区万盛街36号,2012,3,1,20,44850,4358058,0,32839,0,0,19200,16300
2015,320000,320500,320594,320590000000310003,交通银行苏州分行,苏州工业园区苏惠路28号,2014,3,1,22,45000,4922768,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310004,苏州物流中心综合保税大厦,苏州工业园区现代大道66号,2011,3,1,26,72666,7741674,0,24000,0,0,6638598000,613206000
2015,320000,320500,320594,320590000000310005,慧湖大厦,苏州工业园区月亮湾路10号,2012,3,1,25,111614,3220000,0,0,0,0,6000000000,200000000
2015,320000,320500,320594,320590000000310006,建屋金融中心,苏州工业园区钟园路北、南施街西,2013,3,1,15,47856,1257730,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310007,圆融时代广场N3,苏州工业园区翠园路,2009,3,1,18,79239,5700000,0,0,0,0,5600000000,0
2015,320000,320500,320594,320590000000310008,圆融大厦,万盛街8号,2009,3,1,18,82653,4791900,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310009,三区便利中心,苏州工业园区凤里街336号,2005,3,1,4,21908,6482992,0,6000,0,0,0,0
2015,320000,320500,320594,320590000000310010,港华燃气研发大楼,苏州工业园区金鸡湖大道以南通园路以西,2014,3,1,23,70689,2987626,0,84750,0,0,0,0
2015,320000,320500,320594,320590000000310011,东吴证券大厦,苏州工业园区星阳街5号,2013,3,1,21,60500,6472172,0,36000,0,0,0,0
2015,320000,320500,320594,320590000000310012,月亮湾国际中心,苏州工业园区翠薇街9号,2012,3,1,23,83000,4029944,0,0,0,0,9825000000,789480000
2015,320000,320500,320594,320590000000310013,唯亭科技创业大厦,苏州工业园区唯正路8号,2011,3,1,11,54751,1600000,0,150000,0,0,600000,0
2015,320000,320500,320594,320590000000310014,中新生态大厦,阳澄湖大道展业路口,2014,3,1,25,101473,508080,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310015,中新科技大厦,苏州工业园区澄湾路19号,2012,3,1,15,31661,562754,0,58123,0,0,1000,1167
2015,320000,320500,320594,320590000000310016,星虹国际大厦,苏州工业园区苏虹中路225号,2009,3,1,25,38739,1765576,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310017,星东环商务大厦,苏州工业园区东环路1508号,2010,3,1,12,21491,149392,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310018,公积金大厦,苏州工业园区琉璃街,2014,3,1,24,68446,3293280,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310019,置业商务广场,苏州工业园区旺墩路158号,2005,3,1,18,63410,6800957,0,0,0,0,0,0
2015,320000,320500,320594,320590000000310020,置地大厦,苏州工业园区旺墩路125号,2014,3,1,17,41778,294572,0,0,0,0,0,0
2015,320000,320500,320594,320590000000320001,华润万家苏州津梁街购物中心,苏州工业园区津梁街172号,2013,3,2,5,71000,12000000,0,110000,0,0,30,5320
2015,320000,320500,320594,320590000000320002,李公堤四期电影院,机场路北、金鸡湖南,2013,3,2,3,25737,1804,0,0,0,0,0,0
2015,320000,320500,320594,320590000000320003,圆融星座,苏州工业园区旺墩路269号,2013,3,2,38,298582,20699263,0,0,0,0,23819313600,784527120
2015,320000,320500,320594,320590000000320004,新悦城商住楼诚悦生活广场,苏州市东环路1118号,2014,3,2,3,48899,498653,0,0,0,0,0,0
2015,320000,320500,320594,320590000000320005,邻瑞广场,苏州工业园区西华林街88号,2013,3,2,6,154886,11368295,0,693138,0,0,0,0
2015,320000,320500,320594,320590000000320006,湖东邻里中心,苏州工业园区星湖街178号,2004,3,2,3,29660,3367806,0,0,0,0,0,0
2015,320000,320500,320594,320590000000320007,方洲邻里中心,苏州工业园区方洲路528号,2010,3,2,4,28900,3324129,0,0,0,0,0,0
2015,320000,320500,320594,320590000000320008,东沙湖邻里中心,苏州工业园区东沙湖路100号,2012,3,2,8,55806,5907146,0,0,0,0,0,0
2015,320000,320500,320594,320590000000330001,阳澄湖澜廷度假酒店,苏州工业园区阳澄湖旅游度假区慈云路168号,2007,3,3,5,43301,2584300,0,474800,0,0,8700000000,134000000
2015,320000,320500,320594,320590000000330002,金鸡湖大酒店商务主楼,苏州工业园区国宾路1号,2008,3,3,20,123985,9618979,0,1262357,0,0,0,0
2015,320000,320500,320594,320590000000330003,金鸡湖大酒店8号楼,苏州工业园区国宾路168号,2012,3,3,6,34000,5187690,0,148462,0,0,2886,4320
2015,320000,320500,320594,320590000000330004,苏州物流中心东城都会,苏州工业园区胜浦镇胜浦路300号,2007,3,3,3,37596,894064,0,0,0,0,0,0
2015,320000,320500,320594,320590000000330005,苏州教育投资发展有限公司观园国际酒店,苏州工业园区独墅湖高教区翠薇街168号,2011,3,3,5,38000,2342207,0,37176,0,0,0,0
2015,320000,320500,320594,320590000000330006,独墅湖世尊酒店,苏州工业园区启月街299号,2009,3,3,5,67116,7760970,0,735565,0,0,0,0
2015,320000,320500,320594,320590000000350001,独墅湖高等教育区第一教学楼,苏州工业园区独墅湖科教创新区仁爱路111号,2006,3,5,5,31960,1786000,0,0,0,0,0,0
2015,320000,320500,320594,320590000000350002,苏州研究生城综合体育健身活动中心一期A幢（体育馆）,苏州工业园区翠微街1号,2006,3,5,4,33956,1547165,0,16800,0,0,0,0
2015,320000,320500,320594,320590000000350003,苏州研究生城（中科大）,苏州工业园区仁爱路166号,2003,3,5,5,43450,2136000,0,24000,0,0,0,0
2015,320000,320500,320594,320590000000350004,西交利物浦大学校园科研楼,独墅湖高教区松涛街东、文景路、仁爱路南,2011,3,5,5,46130,6991500,0,0,0,0,0,0
2015,320000,320500,320594,320590000000360001,生物产业C-1研发楼,苏州工业园区星湖街218号,2007,3,6,5,23267,1890000,0,0,0,0,0,0
2015,320000,320500,320594,320590000000360002,生物产业A1行政中心,苏州工业园区星湖街218号,2008,3,6,5,49398,1850000,0,128326,0,0,0,0
2015,320000,320500,320594,320590000000360003,建屋紫金东方商务广场,独墅湖高教区艺苑路北、独墅湖东道路东,2011,3,6,24,112086,2917260,0,72751,0,0,965333,1419271
2015,320000,320500,320594,320590000000360004,中新科技城服务楼综合楼,中新科技城莲花路东、双阳路北,2007,3,6,4,22639,534954,0,0,0,0,0,0
2015,320000,320500,320594,320590000000360005,中新科技城研发楼,中新科技城莲花路东、纬三路南,2007,3,6,14,79985,2503940,0,0,0,0,0,0
2015,320000,320500,320594,320590000000410001,现代大厦,苏州工业园区现代大道999号,2005,4,,20,98220,6699180,0,4588,0,0,1681385040,0
2015,320000,320600,320601,320601000000420001,南通市人民检察院侦察业务技术大楼2,南通市濠南路251号,2013,4,,6,6800,787777,0,0,0,0,0,0
2015,320000,320600,320601,320601000000420002,南通市崇川区公共服务中心2,南通市青年东路（体臣卫校东）,2013,4,,5,17000,564444,0,0,0,0,0,0
2015,320000,320600,320601,320601000000420003,南通市崇川区人民法院审判楼2,南通市工农路1号,2013,4,,5,5150,877777,0,0,0,0,0,0
2015,320000,320600,320601,320601000000420004,南通市崇川区人民法院办公楼2,南通市工农路1号,2013,4,,5,7700,894454,0,0,0,0,0,0
2015,320000,320600,320601,320601000000420005,南通市市政府档案中心2,南通市世纪大道6号,2013,4,,5,7861,959595,0,0,0,0,0,0
2015,320000,320600,320601,320601000000420006,南通市市政府餐饮中心2,南通市世纪大道6号,2013,4,,7,7694,545454,0,0,0,0,0,0
2015,320000,320600,320601,320601999000320001,南通八佰伴营业大夏,南通市人民中路29号,2013,3,2,11,62000,11709963,0,0,0,0,0,0
2015,320000,320600,320601,320601999000320002,南通中央商厦,南通市南大街40号,2013,3,2,5,22000,741456,0,0,0,0,0,0
2015,320000,320600,320601,320601999000320003,南通侨鸿国际购物中心,南通市人民中路9号,2013,3,2,2,36000,3593164,0,0,0,0,0,0
2015,320000,320600,320601,320601999000320004,南通好一家家居大世界,南通市濠西路98号,2009,3,2,5,50000,2925155,0,0,0,0,0,0
2015,320000,320600,320601,320601999000330001,南通文峰饭店,青年东路1号,2013,3,3,8,20500,3966565,0,0,0,0,0,0
2015,320000,320600,320601,320601999000340001,南通市第六人民医院综合大楼,南通市永和路500号,2013,3,4,6,39200,1473931,0,0,0,0,0,0
2015,320000,320600,320601,320601999000340002,南通市第三人民医院综合大楼,南通市青年中路99号,2013,3,4,21,39855,3705370,0,0,0,0,0,0
2015,320000,320600,320601,320601999000340003,南通市中医院综合楼,南通市建设路41号,2013,3,4,11,29815,3589454,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350001,南通城市博物馆,南通市环城南路1号,2013,3,5,5,113500,8565690,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350002,南通西藏民族中学,南通市外环北路598号,2013,3,5,5,21000,4322244,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350003,紫琅职业技术学院,南通市港闸经济开发区永兴路,2013,3,5,5,190000,22658958,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350004,南通广播电视大学新校区,外环西路10号,2013,3,5,5,50000,3459660,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350005,南通中学综合楼,江苏省南通市中学堂街9号,2013,3,5,5,21000,3522448,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350006,南通纺织学院,江苏省南通市青年东路105号,2013,3,5,5,232299,16989843,0,0,0,0,0,0
2015,320000,320600,320601,320601999000350007,南通广播电视大学老校区,外环西路10号,2013,3,5,3,50000,9326986,0,0,0,0,0,0
2015,320000,320600,320601,320601999000360001,南通市市民服务中心,工农南路150号,2013,3,6,27,85488,6236959,0,0,0,0,0,0
2015,320000,320600,320601,320601999000410001,南通市人大主楼,南通市世纪大道6号,2007,4,,4,55196,8498228,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420001,南通市港闸区行政中心大楼,南通市城港路58号,2013,4,,10,12000,3426596,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420002,南通市环保局大楼,南通市青年中路261号,2013,4,,7,10400,615898,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420003,南通市崇川区人民检察院办公办案技术用房,南通市工农路123号,2013,4,,9,5645,551988,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420004,南通市人民检察院侦察业务技术大楼,南通市濠南路251号,2013,4,,9,6800,555894,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420005,南通市崇川区公共服务中心,南通市青年东路（体臣卫校东）,2013,4,,10,17000,4479540,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420006,南通市崇川区人民法院审判楼,南通市工农路1号,2013,4,,5,5150,345475,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420007,南通市崇川区人民法院办公楼,南通市工农路1号,2013,4,,6,7700,698987,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420008,南通市市政府档案中心,南通市世纪大道6号,2013,4,,4,7861,589484,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420009,南通市市政府餐饮中心,南通市世纪大道6号,2013,4,,4,7694,987878,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420010,南通市市政府政协,南通市世纪大道6号,2013,4,,5,6966,789878,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420011,南通市民政局办公大楼,南通市环城南路23号,2013,4,,5,3500,666954,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420012,南通市审计局办公大楼,南通市青年西路112号,2013,4,,6,3960,695955,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420013,南通市中级人民法院办公大楼,南通市工农路246号,2013,4,,5,6000,544445,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420014,南通市中级人民法院鉴定中心,南通市工农路246号,2013,4,,7,9000,696658,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420015,南通市水利局水利大夏,南通市段家坝西巷4号,2013,4,,8,3679,554545,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420016,南通市社会福利院福利中心,南通市工农路185号,2013,4,,19,16021,969889,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420017,南通市救助管理站救助楼,南通市港闸区江通路81号,2013,4,,4,9500,985558,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420018,南通市交通运输局综合楼,南通市人民西路57号,2013,4,,6,5600,458484,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420019,南通市委党校综合行政楼,崇川区教育路30号,2013,4,,7,9000,695484,0,0,0,0,0,0
2015,320000,320600,320601,320601999000420020,南通市政府人大,南通市世纪大道6号,2007,4,,6,6966,789777,0,0,0,0,0,0
